Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Alaska,Distribution of COVID-19 deaths (%),47.7,,29.1,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Alaska,Weighted distribution of population (%),61.1,4.7,8.5,7.8,2.1,7.2,8.6,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Alaska,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Alaska,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Alaska,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Alaska,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Alaska,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Alaska,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Alaska,Count of COVID-19 deaths,,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Alaska,Distribution of COVID-19 deaths (%),,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Alaska,Weighted distribution of population (%),57.1,5.3,8.3,9.8,2.7,7.5,9.4,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Alaska,Count of COVID-19 deaths,,0,,,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Alaska,Distribution of COVID-19 deaths (%),,0,,,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Alaska,Weighted distribution of population (%),59.3,5.2,8.2,8.6,2.3,7.3,9.2,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Alaska,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Alaska,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Alaska,Weighted distribution of population (%),80,0.7,7.6,1.8,0.3,5.3,4.3,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Alaska,Count of COVID-19 deaths,,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Alaska,Distribution of COVID-19 deaths (%),,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Alaska,Weighted distribution of population (%),57.1,5.3,8.3,9.8,2.7,7.5,9.4,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Alaska,Count of COVID-19 deaths,,0,,0,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Alaska,Distribution of COVID-19 deaths (%),,0,,0,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Alaska,Weighted distribution of population (%),58.3,5.3,8.2,9.1,2.5,7.4,9.3,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Alaska,Count of COVID-19 deaths,,0,,,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Alaska,Distribution of COVID-19 deaths (%),,0,,,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Alaska,Weighted distribution of population (%),58.3,5.3,8.5,9,2.4,7.3,9.2,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Alaska,Count of COVID-19 deaths,,,,,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Alaska,Distribution of COVID-19 deaths (%),,,,,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Alaska,Weighted distribution of population (%),57.6,5.3,8.3,9.5,2.6,7.5,9.3,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Alaska,Count of COVID-19 deaths,10,,11,,,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Alaska,Distribution of COVID-19 deaths (%),31.2,,34.4,,,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Alaska,Weighted distribution of population (%),58.6,5.1,8.6,8.9,2.4,7.3,9.1,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Alaska,Count of COVID-19 deaths,22,,29,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Alaska,Distribution of COVID-19 deaths (%),31.9,,42,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Alaska,Weighted distribution of population (%),59.1,4.9,8.8,8.7,2.4,7.3,8.9,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Alaska,Count of COVID-19 deaths,43,,28,10,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Alaska,Distribution of COVID-19 deaths (%),44.3,,28.9,10.3,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Alaska,Weighted distribution of population (%),59.7,4.8,8.2,8.8,2.4,7.3,8.8,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Alaska,Count of COVID-19 deaths,12,0,16,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Alaska,Distribution of COVID-19 deaths (%),33.3,0,44.4,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Alaska,Weighted distribution of population (%),60.1,4.9,9.1,8,2.1,7.1,8.8,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Alaska,Count of COVID-19 deaths,,0,,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Alaska,Distribution of COVID-19 deaths (%),,0,,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Alaska,Weighted distribution of population (%),57.5,5.2,8.9,9.3,2.5,7.4,9.2,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Alaska,Count of COVID-19 deaths,10,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Alaska,Distribution of COVID-19 deaths (%),62.5,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Alaska,Weighted distribution of population (%),62.3,4.6,7.9,7.5,2,7.1,8.6,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Alaska,Count of COVID-19 deaths,13,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Alaska,Distribution of COVID-19 deaths (%),86.7,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Alaska,Weighted distribution of population (%),70.9,2.9,7.2,4.4,1.1,6.8,6.8,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Alaska,Count of COVID-19 deaths,0,0,0,0,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Alaska,Distribution of COVID-19 deaths (%),0,0,0,0,,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Alaska,Unweighted distribution of population (%),60.8,3.3,13.9,6.4,1.4,6.8,7.3,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Alaska,Weighted distribution of population (%),57.1,5.3,8.3,9.8,2.7,7.5,9.4,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Arizona,Count of COVID-19 deaths,8116,509,1609,328,36,143,4863,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Arizona,Distribution of COVID-19 deaths (%),51.5,3.2,10.2,2.1,0.2,0.9,30.9,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Arizona,Weighted distribution of population (%),54.4,5.4,1.8,4.2,0.2,2.2,31.8,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Arizona,Count of COVID-19 deaths,4571,294,1101,154,25,87,2963,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Arizona,Distribution of COVID-19 deaths (%),49.1,3.2,11.8,1.7,0.3,0.9,31.8,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Arizona,Weighted distribution of population (%),54.3,5.4,1.8,4.2,0.2,2.2,31.8,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Arizona,Count of COVID-19 deaths,3545,215,508,174,11,56,1900,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Arizona,Distribution of COVID-19 deaths (%),55,3.3,7.9,2.7,0.2,0.9,29.5,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Arizona,Weighted distribution of population (%),54.4,5.4,1.8,4.2,0.2,2.2,31.8,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Arizona,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Arizona,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Arizona,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Arizona,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Arizona,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Arizona,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Arizona,Count of COVID-19 deaths,27,,20,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Arizona,Distribution of COVID-19 deaths (%),42.9,,31.7,,0,,15.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Arizona,Weighted distribution of population (%),54.1,5.3,2.3,4.1,0.2,2.2,31.8,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Arizona,Count of COVID-19 deaths,224,13,82,,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Arizona,Distribution of COVID-19 deaths (%),55.3,3.2,20.2,,0,,16.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Arizona,Weighted distribution of population (%),54.2,5.3,2,4.1,0.2,2.2,32,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Arizona,Count of COVID-19 deaths,227,19,115,,,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Arizona,Distribution of COVID-19 deaths (%),45,3.8,22.8,,,,23.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Arizona,Weighted distribution of population (%),54.3,5.4,1.9,4.2,0.2,2.2,31.8,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Arizona,Count of COVID-19 deaths,364,33,164,10,0,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Arizona,Distribution of COVID-19 deaths (%),40.5,3.7,18.2,1.1,0,,34.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Arizona,Weighted distribution of population (%),54.2,5.4,1.8,4.2,0.2,2.2,31.9,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Arizona,Count of COVID-19 deaths,942,73,170,45,,29,807,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Arizona,Distribution of COVID-19 deaths (%),44.8,3.5,8.1,2.1,,1.4,38.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Arizona,Weighted distribution of population (%),54.4,5.5,1.7,4.3,0.2,2.2,31.7,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Arizona,Count of COVID-19 deaths,389,33,109,17,,,370,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Arizona,Distribution of COVID-19 deaths (%),41.3,3.5,11.6,1.8,,,39.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Arizona,Unweighted distribution of population (%),54.1,4.5,3.9,3.4,0.2,2.1,31.7,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Arizona,Weighted distribution of population (%),54.4,5.5,1.8,4.3,0.2,2.2,31.7,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Arizona,Count of COVID-19 deaths,118,,32,,,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
